titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Galerie d’Outremont","https://montreal.ca/en/places/galerie-doutremont","Maison de la culture d'Outremont calendarFind out what to do, see and listen to. Concerts, shows, exhibitions or lectures, find your next cultural experience. Discover the program of the Outremont arts centre, presented in various locations.Program of activitiesVisual Arts 2026 programming – Maison de la culture d'Outremont (in French)Galerie d'Outremont 2025 programming (in French)Galerie d'Outremont 2024 programming (in French)","2019-08-22","2026-05-08","Outremont","Arts, culture and community","Cultural centre","","Air conditioning,Picnic area,Bike stand,Changing table,Free Wi-Fi","Stroller-friendly,Push button at entrance to accessible washroom,Push button at building entrance,Access ramp,Accessible parking,Accessible washrooms","",,"Regular schedule: [mercredi 13:00-17:00, jeudi 13:00-17:00, vendredi 13:00-17:00, samedi 12:00-17:00, dimanche 12:00-17:00]","","","","numéro: 5144957419","galerie.outremont@montreal.ca","Galerie d’Outremont","41 Avenue Saint-Just",,"H2V4T7","Montréal",-73.608452,45.517934,"296327.1","5042007.4"
"Parc Champdoré soccer field","https://montreal.ca/en/places/parc-champdore-soccer-field","Synthetic outdoor soccer (free practice)Period from May 11 to September 7, 2026:Saturdays, from 2 p.m. to 4 p.m.Sundays, from 4 p.m. to 6 p.m.Cancelled on June 27, 2026","2021-03-21","2026-05-08","Villeray–Saint-Michel–Parc-Extension","Sports and recreation","Soccer field","Soccer","","","",,"","","","","",,"Parc Champdoré soccer field","2400 Rue Champdoré",,"H1Z1G2","Montréal",-73.635893505059,45.568286094576,"294192.7","5047606.3"
"Place du Village","https://montreal.ca/en/places/place-du-village","CAFÉpar Les Allié.e.s Lundi : 11 h à 19 hMardi et mercredi : 11 h à 20 h 30Jeudi et vendredi : 11 h à 17 hSamedi et dimanche : 12 h à 19 h Services offerts : gestion de la place du Village, prêt de jeux de société en libre-serviceSERVICE DE BAR par Ausgang Plaza En soirée, du jeudi au dimanche, lors des activités (voir le calendrier pour les détails).En plus d'un calendrier bien garni, la place du Village vous propose une terrasse, des jets d'eau pour se rafraîchir et un piano public pour se divertir!","2025-10-07","2026-05-11","Ville-Marie","Parks and gardens","Park","","Picnic area,Café,Drinking fountain,Washroom","Wheelchair accessible,Ground-level entrance,Access ramp,Individual accessible washroom,Accessible washrooms,Gender-inclusive washrooms","",,"Regular summer schedule à partir du 15 mai: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Place du Village","1114, rue Sainte-Catherine Est",,"H3B4G5","Montréal",-73.55668221077538,45.51767085046731,"300371.7","5041974.0"
"Écocentre Acadie","https://montreal.ca/en/places/ecocentre-acadie","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","Ahuntsic-Cartierville","Recycling and waste","Écocentre","","Drinking fountain","Wheelchair accessible with assistance,Ground-level entrance,Accessible washrooms","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre Acadie","1200 Boulevard Henri-Bourassa Ouest",,"H3M3G1","Montréal",-73.6768,45.53989,"290992.8","5044456.9"
"Écocentre Côte-des-Neiges","https://montreal.ca/en/places/ecocentre-cote-des-neiges","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Repair work on Chemin de la Côte-des-NeigesBeginning June 12, work to repair the water main on Chemin de la Côte-des-Neiges will begin. The ecocentre will remain open according to the usual schedule and users must follow the signs posted on the road to get in.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","Côte-des-Neiges–Notre-Dame-de-Grâce","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre Côte-des-Neiges","6925 Chemin de la Côte-des-Neiges",,"H3S2B6","Montréal",-73.63866,45.50499,"293964.6","5040572.6"
"Écocentre LaSalle","https://montreal.ca/en/places/ecocentre-lasalle","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","LaSalle","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre LaSalle","7272 Rue Saint-Patrick",,"H8N2W7","Montréal",-73.62668,45.4476,"294890.7","5034193.3"
"Écocentre Rivière-des-Prairies","https://montreal.ca/en/places/ecocentre-riviere-des-prairies","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","Rivière-des-Prairies–Pointe-aux-Trembles","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre Rivière-des-Prairies","11400 Rue Léopold-Christin",,"H1E7R3","Montréal",-73.56163,45.64105,"299995.6","5055685.6"
"Écocentre Saint-Laurent","https://montreal.ca/en/places/ecocentre-saint-laurent","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","Saint-Laurent","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre Saint-Laurent","3535 Rue Sartelon",,"H4R0K5","Montréal",-73.73852,45.51202,"286163.6","5041372.1"
"Écocentre Saint-Michel","https://montreal.ca/en/places/ecocentre-saint-michel","Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-11","Villeray–Saint-Michel–Parc-Extension","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre Saint-Michel","2475 Rue des Regrattiers",,"H1Z4P2","Montréal",-73.61597,45.55975,"295746.5","5046655.3"
"Parc Joe-Beef soccer field","https://montreal.ca/en/places/parc-joe-beef-soccer-field","It’s a small, semi-synthetic pitch with players' benches, bleachers and marked goals.To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-multisports@asbm.ca.","2021-04-22","2026-05-11","Le Sud-Ouest","Sports and recreation","Soccer field","Soccer","","Ground-level entrance","",,"","","","","",,"Parc Joe-Beef soccer field","1659 Rue Centre",,"H3K1G4","Montréal",-73.560119759284,45.484514746316,"300100.3","5038289.5"
"Parc Clifford ball field","https://montreal.ca/en/places/parc-clifford-ball-field","This is a baseball field with bleachers and players’ benches for groups and families playing softball or baseball.Open from mid-May to mid-October. Check playing conditions before you go.Pickup baseballAt any time during park operating hours.Sports organizations have priority for holding their games and practices.To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca.","2021-04-22","2026-05-11","Le Sud-Ouest","Sports and recreation","Ball or baseball field","Baseball","Picnic area","Ground-level entrance","",,"Regular schedule: [vendredi 15:00-20:00, samedi 12:00-17:00]","","","","",,"Parc Clifford ball field","1820 Avenue Clifford",,,"Montréal",-73.588869927662,45.449925829775,"297848.6","5034447.8"
"Parc d'Argenson ball field","https://montreal.ca/en/places/parc-dargenson-ball-field","Softball/baseball field with bleachers and players’ benches.Open from mid-May to mid-October. Check playing conditions before you go.Pickup baseballAt any time during park operating hours.Sports organizations have priority for holding their games and practices.To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca.","2021-04-22","2026-05-11","Le Sud-Ouest","Sports and recreation","Ball or baseball field","Baseball","","Ground-level entrance","",,"Regular schedule: [samedi 12:00-17:00]","","","","",,"Parc d'Argenson ball field","2900 Rue Centre",,"H3K3A8","Montréal",-73.572237141423,45.476099576064,"299152.3","5037355.1"
"Parc Gadbois’ baseball field","https://montreal.ca/en/places/parc-gadbois-baseball-field","Free baseball at any time during the park's opening hours, from mid-May to mid-October.Sports organizations’ games and practices are given priority.Check playing conditions before you go.To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca.","2021-02-09","2026-05-11","Le Sud-Ouest","Sports and recreation","Ball or baseball field","Baseball","","Ground-level entrance","",,"Regular schedule: [samedi 12:00-18:00]","","","","",,"Parc Gadbois’ baseball field","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",-73.594473931637,45.466353577713,"297412.4","5036273.9"
"Golf municipal de Montréal","https://montreal.ca/en/places/golf-municipal-de-montreal","Online reservations are now open!The welcome pavilion offers a relaxation area with vending machines, a meeting room for players of the FirstMoves program and an outdoor terrace.BookingsCheck available start times.Online : chronogolf.caBy phone: 514 872-GOLF (4653)Reservations can be made 24 hours in advance.Fitness centre ratesVisit the Sports Montréal Web site for more information about the fitness centre.Fitness centre and classesThe golf fitness centre is a great option to practice your swing and perform better. Choose from our private and group classes. In season, classes are offered on site. When the centre is closed, classes take place at the Complexe sportif Claude-Robillard. You will be supervised by our qualified and recognized instructors, including Serge Ginchereau and Daniel Talbot.Since 1998, Sports Montréal has managed the municipal golf fitness centre for the borough. The borough manages the golf course.For information about the golf fitness centre, please call 514-872-1889.Book your enclosure here.Learn more about changes to the golf fitness centre's operating procedures.CN Future LinksIntroductory program for youth ages 7 to 16.Phone: 514-872-7177","2020-02-10","2026-05-11","Rosemont–La Petite-Patrie","Sports and recreation","Park","","Picnic area,Drinking fountain,Vending machine,Free parking","Ground-level entrance,Reserved parking spaces (permit),Individual accessible washroom","",,"Regular schedule: [lundi 06:30-19:00, mardi 06:30-19:00, mercredi 06:30-19:00, jeudi 06:30-19:00, vendredi 06:30-19:00, samedi 06:30-19:00, dimanche 06:30-19:00]","","Municipal golf course rules Players must arrive at the field 10 minutes before the scheduled start time.Admission fees must be paid at starting time.Players must have their cashier’s coupon with them throughout the golf game. As sometimes people jump the fence to come and play, you should ask them for their cashier’s coupon if you see them for the first time at the fourth hole.Only players are allowed on the field and a maximum of 4 players per foursome (except for youth from the CN Future Links Program).*Players must use their own individual equipment (no golf bag sharing is allowed) and a bag is mandatory.Wait until players have left the green before hitting a tee shot.Mandatory golf attire (see dress code).Players cannot play multiple balls at once during a round.Do not place a golf bag on the greens.SMOKING IS PROHIBITED IN THE PARK. Do not smoke inside the waiting area and washrooms.Do not bring pets to the golf course and surrounding areas.Do not ride bikes on the golf course.Do not hit balls in the direction of the practice course or the outer limits of the golf course.Do not practice anywhere on the golf course other than on the putting green.Dress code for playersDress code: Everyone: polo shirt, shirt and t-shirt. Women only: Sleeveless shirt with collarYou may not go shirtness, wear a torn or ripped shirt or clothing with a message that is deemed offensiveTrousers or sports shorts required (clean jeans tolerated)No pants or jeans that are ripped, punctured or too short “minimum 4 inches above the knee”Shoes mandatory (soft spikes accepted)No sandals, golf shoes with rigid metal studs or open or pierced tennis shoes","MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148724653",,"Golf municipal de Montréal","4235 Rue Viau",,"H1T3V2","Montréal",-73.55675,45.568846,"300370.4","5047661.2"
"Parc Henri-Julien ball, baseball field","https://montreal.ca/en/places/parc-henri-julien-ball-baseball-field","Check playing conditions before you go. BookingsTo reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca","2025-03-29","2026-05-11","Ahuntsic-Cartierville","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Henri-Julien ball, baseball field","9300, rue Saint-Denis",,"H2M1P1","Montréal",-73.650313060723,45.547101602778,"293062.8","5045254.1"
"Parc de Louisbourg soccer field","https://montreal.ca/en/places/parc-de-louisbourg-soccer-field","","2021-03-08","2026-05-12","Ahuntsic-Cartierville","Sports and recreation","Soccer field","Soccer","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","Selon les conditions","","","",,"Parc de Louisbourg soccer field","5455 Rue de Louisbourg",,"H4J1K8","Montréal",-73.707208078347,45.529178697734,"288615.0","5043272.2"
"Parc De Mésy Bleu Blanc Bouge skating rink","https://montreal.ca/en/places/parc-de-mesy-bleu-blanc-bouge-skating-rink","Equipment (skates, sticks, helmets, protective gear) can be borrowed at the Parc De Mésy chalet, which also has restrooms (universally accessible), benches, and lockers. Bring your own padlock. The loan service is available during free skating, family hockey and hockey for girls sessions:Monday to Thursday: 3:30 p.m. to 10 p.m.Friday: 3:30 p.m. to 10 p.m.Saturday and Sunday: 10 a.m. to 10 p.m.The chalet is open Monday to Friday from 12 p.m. to 10 p.m.; and on weekends, from 10 a.m. to 10 p.m.Young people (aged 8 to 17) without an adultThe following form must be completed only once, with an adult present, the first time you borrow equipment during the season. The adult will be responsible for the equipment borrowed. We keep a record of the completed forms so that young people can use the equipment loan service throughout the season:  Authorization and Risk Acceptance Form (in French) Loan rulesCheck the schedule (posted when the rink is open for the season) to find out when this service is available at the Parc De Mésy welcome centre. Equipment borrowed must be used only at the Bleu Blanc Bouge ice rink in Parc De Mésy. Equipment borrowed may not be used on the decorative ice rink in Parc De Mésy or any other location.  If you borrow skates, it is strongly recommended that you wear or borrow a helmet. If you play hockey, it is strongly recommended that you borrow a neck guard.  Children aged 7 and under must be accompanied by an adult.  If you are age 18 years or older, you must provide:  - Photo ID (driver's licence, health insurance card, or passport)  - Your date of birth  - Your phone number  - Your boots  If you are between 8 and 17 years old and accompanied by an adult, you will need to provide:  - The accompanying adult's photo ID (driver's licence, health insurance card, or passport)  - The accompanying adult's date of birth  - The accompanying adult's phone number  - Your boots  If you are between 8 and 17 years old and are NOT accompanied by an adult, you will need to provide: - The Authorization and Risk Acceptance Form (in French) available on site at the equipment loan counter - Your boots _______________________Thanks to the Montreal Canadiens Children's Foundation Bleu, Blanc, Bouge is the flagship project of the Montreal Canadiens Children’s Foundation. Its goal is to build refrigerated outdoor ice rinks in the community. The Cartierville rink for young people under 17 is the ninth rink that the Foundation has donated in Montréal.  The rink is managed by the borough in collaboration with the Cartierville YMCA. ","2020-10-27","2026-05-12","Ahuntsic-Cartierville","Sports and recreation","Park","Hockey,Skating,Pickleball","Drinking fountain,Heated areas,Pickleball court,Washroom","Stroller-friendly,Ground-level entrance","","Temporarily closed","","","General rink rules Read the rules (in French).","","numéro: 5148726138",,"Parc De Mésy Bleu Blanc Bouge skating rink","12120 Rue Grenet",,"H4J2P4","Montréal",-73.717043738804,45.529590199558,"287846.9","5043320.0"
"Écocentre La Petite-Patrie","https://montreal.ca/en/places/ecocentre-la-petite-patrie","Work underwaysConstruction will continue through December 2024. You can get to the ecocentre from the east via Rue des Carrières.Access to the containersDepending on your situation (resident, residential building owner, NPO, construction company), access may be free of charge or a fee may be applied.The documents requested at the entrance, the materials accepted and the authorized volume may also vary, depending on your situation. Find out more.Identification at the entrance is mandatory, wether you come by car, bicycle, or on foot.Waiting timesBefore you go to your ecocentre, check waiting times (in French).SafetyFor your own safety, we recommend you wear safety glasses, closed shoes and work gloves when sorting and unloading your materials.","2019-08-28","2026-05-12","Rosemont–La Petite-Patrie","Recycling and waste","Écocentre","","","","",,"Regular summer schedule à partir du 15 avril: [mardi 08:00-18:00, mercredi 08:00-18:00, jeudi 08:00-18:00, vendredi 08:00-18:00, samedi 08:00-18:00, dimanche 08:00-18:00], Regular winter schedule à partir du 15 octobre: [mardi 10:00-18:00, mercredi 10:00-18:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-18:00]","Schedules are subject to change without notice.","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5148720384",,"Écocentre La Petite-Patrie","1100 Rue des Carrières",,"H2S2A8","Montréal",-73.59188,45.53432,"297623.9","5043826.8"
"Parc Nelson-Mandela games library","https://montreal.ca/en/places/parc-nelson-mandela-games-library","","2025-05-08","2026-05-12","Côte-des-Neiges–Notre-Dame-de-Grâce","Sports and recreation","Fab lab, games library","","","","",,"Pre-season schedule à partir du 5 juin: [vendredi 15:00-19:00, samedi 13:00-19:00, dimanche 13:00-19:00], Regular summer schedule à partir du 22 juin: [mardi 13:00-19:00, mercredi 13:00-19:00, jeudi 13:00-19:00, vendredi 13:00-19:00, samedi 13:00-19:00, dimanche 13:00-19:00], End-of-season schedule à partir du 24 aout: [vendredi 15:00-19:00, samedi 13:00-19:00, dimanche 13:00-19:00], Fermé - période de fermeture à partir du 21 septembre","","","","",,"Parc Nelson-Mandela games library","4920, rue Vézina",,"H3W1C1","Montréal",-73.644695,45.494879,"293491.0","5039449.7"
"Parc-nature de l’Anse-à-l’Orme","https://montreal.ca/en/places/parc-nature-de-lanse-lorme","The view of the Lac des Deux Montagnes from here is not to be missed! Ice fishing fans can also catch a few on the lake in the winter. The park is a favoured winter destination for wind sports on ice.","2019-08-30","2026-05-13","Pierrefonds-Roxboro","Parks and gardens","Park","Birdwatching,Fishing,Photography","Picnic area,Parking ($),Bike stand,Changing rooms","","",,"Regular schedule: [lundi 07:00-22:00, mardi 07:00-22:00, mercredi 07:00-22:00, jeudi 07:00-22:00, vendredi 07:00-22:00, samedi 07:00-22:00, dimanche 07:00-22:00]","","Dogs must be kept on leash.","","",,"Parc-nature de l’Anse-à-l’Orme","21134 Boulevard Gouin Ouest",,"H9K1C1","Montréal",-73.936145346604,45.453975580832,"270687.4","5034986.5"
"Centre d'exposition Lethbridge","https://montreal.ca/en/places/centre-dexposition-lethbridge","Free admissionInformation: saint-laurent.mdc@montreal.ca","2019-08-26","2026-05-13","Saint-Laurent","Arts, culture and community","Cultural centre","","Air conditioning,Free parking,Free Wi-Fi","","",,"Regular schedule: [mercredi 13:00-20:00, jeudi 13:00-19:00, vendredi 13:00-19:00, samedi 10:00-17:00, dimanche 10:00-17:00]","","","","numéro: 5148556130 extension: 4443","saint-laurent.mdc@montreal.ca","Centre d'exposition Lethbridge","2727 Boulevard Thimens",,"H4R1T4","Montréal",-73.704747,45.504489,"288800.2","5040527.9"
"Les petites-pousses community garden","https://montreal.ca/en/places/les-petites-pousses-community-garden","This garden is located behind parc Wilfrid-Vincent. Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.
Here are the infos about how to get a plot in a community garden or to renew you registration.
","2021-01-18","2026-05-13","Lachine","Parks and gardens","Garden","","","","",,"","","","","",,"Les petites-pousses community garden","Rue des Érables",,,"Montréal",-73.652973812066,45.443923598464,"292833.2","5033788.3"
"Parc Martin-Luther-King ball, baseball field","https://montreal.ca/en/places/parc-martin-luther-king-ball-baseball-field","You must make a reservation.","2021-03-09","2026-05-14","Côte-des-Neiges–Notre-Dame-de-Grâce","Sports and recreation","Ball or baseball field","Baseball","Drinking fountain,Washroom","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Martin-Luther-King ball, baseball field","3453 Avenue de Kent",,"H3S2T3","Montréal",-73.633104007683,45.502888955905,"294398.4","5040338.3"
"Parc Loyola ball, baseball field","https://montreal.ca/en/places/parc-loyola-ball-baseball-field","The ball fields at Parc Loyola are used by sports leagues and by recreational users. There are lockers inside the chalet.","2021-03-08","2026-05-14","Côte-des-Neiges–Notre-Dame-de-Grâce","Sports and recreation","Ball or baseball field","Baseball","Drinking fountain,Washroom","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Loyola ball, baseball field","4877 Avenue Doherty",,"H4V2B2","Montréal",-73.646171730004,45.461501163764,"293368.9","5035740.7"
"Parc Macdonald ball, baseball field","https://montreal.ca/en/places/parc-macdonald-ball-baseball-field","You must make a reservation.","2021-03-09","2026-05-14","Côte-des-Neiges–Notre-Dame-de-Grâce","Sports and recreation","Ball or baseball field","Baseball","Drinking fountain,Washroom","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Macdonald ball, baseball field","5335 Avenue Clanranald",,"H3X2S7","Montréal",-73.636891286812,45.484056842187,"294098.9","5038246.0"
"Parc Benny ball, baseball field","https://montreal.ca/en/places/parc-benny-ball-baseball-field","The field is used for recreational baseball and softball until dusk.","2021-03-08","2026-05-14","Côte-des-Neiges–Notre-Dame-de-Grâce","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Benny ball, baseball field","Avenue Monkland",,,"Montréal",-73.633393686257,45.46684371794,"294369.1","5036332.7"
"Parc Hans-Selye play fountains","https://montreal.ca/en/places/parc-hans-selye-play-fountains","Come and cool off at the splash pad and enjoy a picnic at the park.","2021-11-13","2026-05-14","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Play fountains","","","","",,"Regular schedule: [lundi 09:00-21:00, mardi 09:00-21:00, mercredi 09:00-21:00, jeudi 09:00-21:00, vendredi 09:00-21:00, samedi 09:00-21:00, dimanche 09:00-21:00]","","","","",,"Parc Hans-Selye play fountains","7521 Avenue André-Ampère",,"H1E6T3","Montréal",-73.602416103666,45.630542817549,"296814.7","5054521.2"
"Parc Clémentine-De La Rousselière play fountains","https://montreal.ca/en/places/parc-clementine-de-la-rousseliere-play-fountains","Come and cool off at the splash pad and enjoy a picnic at the park.","2024-05-30","2026-05-14","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Play fountains","Swimming","","","",,"Regular schedule: [lundi 09:00-21:00, mardi 09:00-21:00, mercredi 09:00-21:00, jeudi 09:00-21:00, vendredi 09:00-21:00, samedi 09:00-21:00, dimanche 09:00-21:00]","","","","",,"Parc Clémentine-De La Rousselière play fountains","14080 Rue Notre-Dame Est",,"H1A1T8","Montréal",-73.49246096742658,45.66792397533828,"305387.4","5058670.4"
"Plage de l'Est play fountains","https://montreal.ca/en/places/plage-de-lest-play-fountains","Come and cool off at the splash pad and enjoy a picnic at the park.","2021-05-21","2026-05-14","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Play fountains","","Washroom","","",,"Regular schedule: [lundi 09:00-21:00, mardi 09:00-21:00, mercredi 09:00-21:00, jeudi 09:00-21:00, vendredi 09:00-21:00, samedi 09:00-21:00, dimanche 09:00-21:00]","","","","",,"Plage de l'Est play fountains","16240 Rue Bureau",,"H1A2B4","Montréal",-73.479367305808,45.698479547941,"306406.8","5062066.4"
"Parc Saint-Joseph play fountains","https://montreal.ca/en/places/parc-saint-joseph-play-fountains","Come and cool off at the splash pad and enjoy a picnic at the park.","2021-05-20","2026-05-14","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Play fountains","","","","",,"Regular schedule: [lundi 09:00-21:00, mardi 09:00-21:00, mercredi 09:00-21:00, jeudi 09:00-21:00, vendredi 09:00-21:00, samedi 09:00-21:00, dimanche 09:00-21:00]","","","","",,"Parc Saint-Joseph play fountains","9909 68e Avenue",,"H1C1W3","Montréal",-73.561115394672,45.661422297518,"300037.5","5057949.7"
